tag,n,d,metric,filter,sel_target,sel_actual,cand,baseline,graph,mode,M,gamma,M_beta,ef,k,recall,qps,p50_us,p95_us,p99_us,max_us,mean_us,ndis,nodes_visited,first_hop,second_hop,sel_checks,accepted,rejected,hops,results_returned,build_ms,graph_bytes,avg_deg0,max_deg0
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,E_large48_acorn1,large,ACORN,48,1,96,500,10,1.0000,242.5,4000.71,5239.00,7155.46,7155.46,4124.31,2667,2381,19994,432767,452763,231191,221572,0,10,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g4,acorn,ACORN,16,4,16,500,10,0.6720,861.7,1090.92,1631.17,2172.00,2172.00,1160.43,1396,1287,12878,42216,55095,28396,26699,0,10,222708.5,185032456,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g8,acorn,ACORN,16,8,16,500,10,0.7820,825.2,1150.67,1679.71,2037.04,2037.04,1211.84,1526,1415,13025,42302,55328,28478,26849,0,10,316872.6,202064904,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g16,acorn,ACORN,16,16,16,500,10,0.8020,792.4,1113.50,2051.75,2515.38,2515.38,1262.03,1767,1656,13553,43088,56643,29305,27338,0,10,1186950.8,236129800,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,F_exact,exact,EXACT,16,0,0,0,100,1.0000,19.7,51002.88,51853.17,52576.92,52576.92,50639.78,500000,0,0,0,1000000,0,0,0,100,0.0,0,0.0,0
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,A_std_standard,std,STANDARD,16,1,32,50,100,0.7578,8159.3,118.58,193.08,279.17,279.17,122.56,1103,1103,1103,0,1103,0,0,65,99,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,B_std_acorn1,std,ACORN,16,1,32,50,100,0.6114,3799.0,244.08,380.62,473.50,473.50,263.23,1218,1077,682,5858,6542,3347,3194,0,100,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,D_large24_standard,large,STANDARD,24,1,48,50,100,0.8660,7721.5,128.88,151.04,214.54,214.54,129.51,1279,1279,1279,0,1279,0,0,61,100,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,E_large24_acorn1,large,ACORN,24,1,48,50,100,0.6532,2971.7,317.29,537.42,573.04,573.04,336.51,1432,1258,976,12092,13069,6674,6395,0,100,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,D_large48_standard,large,STANDARD,48,1,96,50,100,0.9092,7197.2,140.50,162.29,213.58,213.58,138.94,1465,1465,1465,0,1465,0,0,58,100,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,E_large48_acorn1,large,ACORN,48,1,96,50,100,0.8592,1705.5,586.46,935.04,993.79,993.79,586.32,2001,1715,1689,32987,34677,17715,16961,0,100,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g4,acorn,ACORN,16,4,16,50,100,0.5418,5839.7,158.88,255.12,341.12,341.12,171.24,823,715,1424,2519,3945,2019,1925,0,100,222708.5,185032456,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g8,acorn,ACORN,16,8,16,50,100,0.5734,5767.6,163.29,269.67,285.88,285.88,173.38,866,755,1418,2493,3912,2007,1905,0,100,316872.6,202064904,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g16,acorn,ACORN,16,16,16,50,100,0.4982,5575.5,159.67,286.12,313.00,313.00,179.36,925,815,1495,2689,4185,2153,2032,0,100,1186950.8,236129800,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,A_std_standard,std,STANDARD,16,1,32,100,100,0.8930,5883.5,167.88,241.96,304.54,304.54,169.97,1525,1525,1525,0,1525,0,0,114,100,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,B_std_acorn1,std,ACORN,16,1,32,100,100,0.7240,1946.5,475.46,771.04,846.50,846.50,513.74,1442,1301,1957,21613,23571,12090,11480,0,100,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,D_large24_standard,large,STANDARD,24,1,48,100,100,0.9714,5603.9,180.46,205.50,258.54,258.54,178.45,1699,1699,1699,0,1699,0,0,110,100,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,E_large24_acorn1,large,ACORN,24,1,48,100,100,0.7582,1403.5,669.92,1108.25,1238.88,1238.88,712.51,1668,1494,2798,42233,45032,23047,21984,0,100,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,D_large48_standard,large,STANDARD,48,1,96,100,100,0.9816,5151.2,195.71,223.21,257.29,257.29,194.13,1848,1848,1848,0,1848,0,0,108,100,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,E_large48_acorn1,large,ACORN,48,1,96,100,100,0.9196,942.7,1035.38,1431.62,1665.25,1665.25,1060.82,2198,1912,3968,82102,86072,43957,42114,0,100,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g4,acorn,ACORN,16,4,16,100,100,0.6016,4008.2,236.58,352.12,414.58,414.58,249.49,1004,895,2603,5269,7873,4046,3827,0,100,222708.5,185032456,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g8,acorn,ACORN,16,8,16,100,100,0.7152,3714.2,245.21,405.58,516.38,516.38,269.24,1128,1018,2715,5374,8091,4160,3930,0,100,316872.6,202064904,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g16,acorn,ACORN,16,16,16,100,100,0.6328,3384.1,250.58,521.00,919.12,919.12,295.50,1242,1132,2791,5450,8243,4253,3989,0,100,1186950.8,236129800,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,A_std_standard,std,STANDARD,16,1,32,250,100,0.9380,3327.3,303.46,393.17,473.08,473.08,300.55,1966,1966,1966,0,1966,0,0,264,100,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,B_std_acorn1,std,ACORN,16,1,32,250,100,0.8040,853.9,1080.04,1683.42,2647.58,2647.58,1171.07,1659,1519,6166,77441,83609,42881,40727,0,100,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,D_large24_standard,large,STANDARD,24,1,48,250,100,0.9968,3064.2,329.00,387.58,421.21,421.21,326.35,2061,2061,2061,0,2061,0,0,260,100,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,E_large24_acorn1,large,ACORN,24,1,48,250,100,0.8774,599.3,1508.42,2605.58,2780.83,2780.83,1668.74,1851,1677,8246,134808,143056,73236,69819,0,100,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,D_large48_standard,large,STANDARD,48,1,96,250,100,0.9972,3050.2,331.29,363.96,419.38,419.38,327.85,2138,2138,2138,0,2138,0,0,258,100,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,E_large48_acorn1,large,ACORN,48,1,96,250,100,0.9792,435.8,2185.54,3031.58,3736.50,3736.50,2294.68,2424,2138,10330,220973,231304,118174,113130,0,100,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g4,acorn,ACORN,16,4,16,250,100,0.6582,1649.5,561.75,907.92,965.75,965.75,606.24,1256,1147,6591,18133,24726,12753,11972,0,100,222708.5,185032456,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g8,acorn,ACORN,16,8,16,250,100,0.7580,1681.2,572.88,785.04,1030.58,1030.58,594.81,1348,1238,6539,17460,24000,12366,11633,0,100,316872.6,202064904,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g16,acorn,ACORN,16,16,16,250,100,0.7532,1524.8,583.96,1196.88,1298.33,1298.33,655.82,1593,1482,6956,17919,24877,12863,12013,0,100,1186950.8,236129800,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,A_std_standard,std,STANDARD,16,1,32,500,100,0.9406,1745.1,569.75,713.50,769.67,769.67,573.03,2166,2166,2166,0,2166,0,0,514,100,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,B_std_acorn1,std,ACORN,16,1,32,500,100,0.8436,446.1,2086.00,3851.00,4535.71,4535.71,2241.68,1864,1724,12882,166848,179731,92173,87558,0,100,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,D_large24_standard,large,STANDARD,24,1,48,500,100,0.9974,1689.2,583.42,712.88,782.42,782.42,592.00,2141,2141,2141,0,2141,0,0,510,100,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,E_large24_acorn1,large,ACORN,24,1,48,500,100,0.9374,321.8,2888.79,4218.38,5232.42,5232.42,3107.91,2059,1885,16732,279852,296585,151720,144864,0,100,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,D_large48_standard,large,STANDARD,48,1,96,500,100,0.9974,1654.7,597.12,664.71,694.21,694.21,604.34,2210,2210,2210,0,2210,0,0,508,100,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,E_large48_acorn1,large,ACORN,48,1,96,500,100,0.9982,237.6,4042.62,5380.79,7339.50,7339.50,4208.74,2667,2381,19994,432767,452763,231191,221572,0,100,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g4,acorn,ACORN,16,4,16,500,100,0.6804,882.7,1094.17,1535.42,1950.83,1950.83,1132.84,1396,1287,12878,42216,55095,28396,26699,0,100,222708.5,185032456,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g8,acorn,ACORN,16,8,16,500,100,0.7916,827.4,1151.12,1744.21,1865.92,1865.92,1208.55,1526,1415,13025,42302,55328,28478,26849,0,100,316872.6,202064904,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.5000,0.5000,500000,C_acorn_g16,acorn,ACORN,16,16,16,500,100,0.7948,782.3,1125.04,2081.58,2663.46,2663.46,1278.23,1767,1656,13553,43088,56643,29305,27338,0,100,1186950.8,236129800,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,F_exact,exact,EXACT,16,0,0,0,10,1.0000,32.2,31073.88,31787.12,32661.33,32661.33,31090.49,250000,0,0,0,1000000,0,0,0,10,0.0,0,0.0,0
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,A_std_standard,std,STANDARD,16,1,32,50,10,0.8360,10485.6,93.67,153.92,197.00,197.00,95.37,1103,1103,1103,0,1103,0,0,65,10,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,B_std_acorn1,std,ACORN,16,1,32,50,10,0.5900,3048.9,319.88,505.38,742.00,742.00,327.99,753,594,1159,19266,20427,5584,14842,0,10,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,D_large24_standard,large,STANDARD,24,1,48,50,10,0.9280,9494.3,105.58,122.79,181.00,181.00,105.33,1279,1279,1279,0,1279,0,0,61,10,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,E_large24_acorn1,large,ACORN,24,1,48,50,10,0.8160,2034.6,451.04,718.88,965.04,965.04,491.51,891,709,1630,36508,38140,10313,27826,0,10,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,D_large48_standard,large,STANDARD,48,1,96,50,10,0.9640,7356.4,124.79,242.54,324.83,324.83,135.94,1465,1465,1465,0,1465,0,0,58,10,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,E_large48_acorn1,large,ACORN,48,1,96,50,10,0.8980,1518.5,649.04,825.79,1200.04,1200.04,658.56,1132,821,2085,64131,66217,17763,48454,0,10,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,C_acorn_g4,acorn,ACORN,16,4,16,50,10,0.4400,5227.2,184.42,328.75,439.04,439.04,191.31,544,441,1647,4973,6622,1820,4801,0,10,222708.5,185032456,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,C_acorn_g8,acorn,ACORN,16,8,16,50,10,0.4480,5064.6,190.04,337.62,425.38,425.38,197.45,559,450,1661,4902,6564,1795,4769,0,10,316872.6,202064904,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,C_acorn_g16,acorn,ACORN,16,16,16,50,10,0.6680,6122.2,156.88,206.71,284.42,284.42,163.34,620,510,1732,5056,6790,1856,4934,0,10,1186950.8,236129800,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,A_std_standard,std,STANDARD,16,1,32,100,10,0.9160,6534.1,153.12,229.08,273.92,273.92,153.04,1525,1525,1525,0,1525,0,0,114,10,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,B_std_acorn1,std,ACORN,16,1,32,100,10,0.6300,1671.2,573.62,980.08,1157.75,1157.75,598.36,810,652,2529,46312,48843,13337,35505,0,10,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,D_large24_standard,large,STANDARD,24,1,48,100,10,0.9860,6050.1,166.67,194.79,244.67,244.67,165.29,1699,1699,1699,0,1699,0,0,110,10,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,E_large24_acorn1,large,ACORN,24,1,48,100,10,0.8580,1153.5,790.88,1413.29,1570.88,1570.88,866.89,957,775,3416,81902,85319,23044,62275,0,10,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,D_large48_standard,large,STANDARD,48,1,96,100,10,0.9920,5470.5,184.75,212.21,247.12,247.12,182.80,1848,1848,1848,0,1848,0,0,108,10,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,E_large48_acorn1,large,ACORN,48,1,96,100,10,0.9580,873.6,1102.79,1612.75,1832.92,1832.92,1144.67,1214,903,4247,134775,139023,37291,101731,0,10,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,C_acorn_g4,acorn,ACORN,16,4,16,100,10,0.4640,3783.8,262.12,355.42,454.08,454.08,264.29,630,526,2907,10987,13895,3808,10087,0,10,222708.5,185032456,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,C_acorn_g8,acorn,ACORN,16,8,16,100,10,0.4960,3772.5,265.08,349.58,461.75,461.75,265.08,661,552,2963,11048,14012,3837,10174,0,10,316872.6,202064904,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,C_acorn_g16,acorn,ACORN,16,16,16,100,10,0.7320,3429.6,274.58,520.29,558.33,558.33,291.58,748,638,3116,11400,14518,3972,10545,0,10,1186950.8,236129800,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,A_std_standard,std,STANDARD,16,1,32,250,10,0.9320,3358.6,293.25,442.50,596.75,596.75,297.75,1966,1966,1966,0,1966,0,0,264,10,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,B_std_acorn1,std,ACORN,16,1,32,250,10,0.6900,815.3,1104.79,2146.21,2719.75,2719.75,1226.53,983,824,6746,129581,136329,37163,99166,0,10,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,D_large24_standard,large,STANDARD,24,1,48,250,10,0.9960,3377.1,299.71,314.88,394.04,394.04,296.11,2061,2061,2061,0,2061,0,0,260,10,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,E_large24_acorn1,large,ACORN,24,1,48,250,10,0.9580,506.8,1838.75,3485.96,4210.46,4210.46,1973.04,1094,912,8794,218276,227071,61332,165738,0,10,132908.2,204166792,30.4,48
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,D_large48_standard,large,STANDARD,48,1,96,250,10,0.9980,3113.4,312.25,414.88,637.00,637.00,321.19,2138,2138,2138,0,2138,0,0,258,10,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,E_large48_acorn1,large,ACORN,48,1,96,250,10,0.9980,435.4,2226.50,2985.67,3863.25,3863.25,2296.91,1358,1046,10108,326100,336210,90263,245947,0,10,142299.3,396080968,35.9,96
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,C_acorn_g4,acorn,ACORN,16,4,16,250,10,0.4900,1679.9,584.88,791.75,1095.04,1095.04,595.29,734,630,6678,31999,38679,10603,28075,0,10,222708.5,185032456,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,C_acorn_g8,acorn,ACORN,16,8,16,250,10,0.5720,1520.8,613.62,1156.83,1451.88,1451.88,657.54,839,730,7163,34101,41265,11378,29887,0,10,316872.6,202064904,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,C_acorn_g16,acorn,ACORN,16,16,16,250,10,0.7740,1417.9,651.62,1022.71,1558.79,1558.79,705.27,921,811,7178,33911,41091,11354,29737,0,10,1186950.8,236129800,24.6,40
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,A_std_standard,std,STANDARD,16,1,32,500,10,0.9340,1829.5,546.12,652.33,719.04,719.04,546.60,2166,2166,2166,0,2166,0,0,514,10,140884.0,140258120,24.5,32
n1m_d128_l2,1000000,128,l2,random,0.2500,0.2500,250000,B_std_acorn1,std,ACORN,16,1,32,500,10,0.7700,405.3,2103.38,4038.96,4181.21,4181.21,2467.36,1296,1138,13676,265927,279605,76492,203112,0,10,140884.0,140258120,24.5,32
