tag,n,d,metric,filter,sel_target,sel_actual,cand,baseline,graph,mode,M,gamma,M_beta,ef,k,recall,qps,p50_us,p95_us,p99_us,max_us,mean_us,ndis,nodes_visited,first_hop,second_hop,sel_checks,accepted,rejected,hops,results_returned,build_ms,graph_bytes,avg_deg0,max_deg0
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,50,10,0.6430,9093.7,106.12,157.58,198.83,212.38,109.97,821,742,1327,2546,3874,1967,1907,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,100,10,0.9710,8129.7,123.08,146.00,208.58,265.62,123.01,1461,1461,1461,0,1461,0,0,108,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,100,10,0.9380,2911.6,335.04,493.58,543.54,617.83,343.46,1205,1090,1858,20695,22555,11653,10901,0,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,100,10,0.9940,7615.6,130.38,152.88,210.96,290.54,131.31,1631,1631,1631,0,1631,0,0,107,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,100,10,1.0000,2044.7,488.33,572.50,764.96,875.67,489.06,1235,1092,2614,39836,42452,21798,20654,0,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,100,10,0.9910,7275.7,138.62,162.25,173.79,245.88,137.44,1814,1814,1814,0,1814,0,0,106,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,100,10,1.0000,1264.5,777.00,934.25,1075.00,1083.46,790.80,1537,1329,3725,78239,81966,41856,40109,0,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,100,10,0.8620,5461.7,181.92,217.67,261.92,301.38,183.09,922,832,2427,4916,7344,3757,3586,0,10,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,100,10,0.8430,5517.9,182.29,218.62,279.58,309.04,181.23,934,844,2462,5011,7474,3829,3644,0,10,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,100,10,0.8860,5401.4,184.33,243.38,280.33,324.21,185.14,976,885,2434,4844,7280,3721,3558,0,10,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,100,10,0.6970,5211.7,186.25,281.17,356.46,379.75,191.87,1037,957,2501,5112,7615,3872,3743,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,250,10,0.9900,4037.8,251.29,276.75,366.88,419.00,247.66,1920,1920,1920,0,1920,0,0,258,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,250,10,0.9780,1130.6,835.71,1128.71,1813.75,1884.46,884.45,1289,1174,5999,75326,81327,41982,39345,0,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,250,10,1.0000,3907.5,258.17,295.00,368.54,386.46,255.92,1994,1994,1994,0,1994,0,0,257,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,250,10,1.0000,831.4,1181.50,1421.04,1636.71,1799.62,1202.78,1258,1115,7600,123704,131306,67431,63875,0,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,250,10,1.0000,3838.1,264.04,287.92,379.92,398.54,260.55,2102,2102,2102,0,2102,0,0,255,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,250,10,1.0000,555.8,1787.58,2014.62,2213.46,2361.75,1799.26,1629,1422,9711,208192,217904,111289,106614,0,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,250,10,0.8960,2334.2,423.88,528.33,690.67,774.71,428.41,1094,1004,6197,16774,22973,11801,11171,0,10,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,250,10,0.8590,2363.0,425.17,505.96,593.67,699.21,423.20,1070,980,6128,16816,22945,11800,11145,0,10,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,250,10,0.8970,2342.6,425.38,511.42,623.33,878.67,426.87,1129,1038,6156,16594,22751,11694,11057,0,10,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,250,10,0.7540,2214.2,435.29,658.79,747.54,965.67,451.63,1233,1153,6374,17394,23770,12142,11627,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,500,10,0.9990,2052.2,483.88,577.33,647.75,1042.75,487.29,2087,2087,2087,0,2087,0,0,513,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,500,10,0.9980,580.8,1636.50,2501.75,2828.71,3058.17,1721.67,1340,1225,12496,161193,173691,89629,84062,0,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,500,10,1.0000,2014.0,492.29,552.92,657.42,666.25,496.53,2074,2074,2074,0,2074,0,0,507,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,500,10,1.0000,427.7,2319.67,2547.62,2858.96,2934.25,2337.91,1302,1159,15492,256778,272272,139756,132515,0,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,500,10,1.0000,2005.4,496.38,564.29,619.96,670.33,498.66,2169,2169,2169,0,2169,0,0,505,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,500,10,1.0000,293.9,3399.42,3680.04,3852.62,3860.12,3402.46,1762,1554,19010,410567,429578,219442,210136,0,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,500,10,0.8980,1142.0,865.92,1046.08,1282.58,1302.38,875.63,1188,1097,12334,40122,52457,27032,25425,0,10,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,500,10,0.8690,1150.4,868.38,1015.58,1187.67,1306.88,869.24,1142,1051,12311,41064,53376,27504,25871,0,10,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,500,10,0.9070,1132.0,869.79,1030.54,1325.08,1534.83,883.41,1174,1083,12447,41608,54057,27859,26198,0,10,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,500,10,0.7940,1069.5,896.17,1362.96,1542.04,1921.00,935.03,1336,1256,12896,43170,56068,28728,27339,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,F_exact,exact,EXACT,16,0,0,0,100,1.0000,226.5,4417.46,4516.29,4540.58,4560.50,4415.15,50000,0,0,0,100000,0,0,0,100,0.0,0,0.0,0
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,50,100,0.7932,10733.4,92.58,109.38,123.50,194.96,93.17,1038,1038,1038,0,1038,0,0,59,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,50,100,0.8451,5614.4,175.71,225.50,260.17,341.71,178.11,1038,923,598,5131,5730,2957,2773,0,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,50,100,0.8645,9572.5,104.96,116.79,140.33,224.67,104.47,1209,1209,1209,0,1209,0,0,57,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,50,100,0.9796,4162.7,233.96,316.75,344.21,511.42,240.23,1177,1034,905,11226,12133,6232,5900,0,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,50,100,0.9113,8811.7,111.71,143.58,169.17,217.71,113.49,1433,1433,1433,0,1433,0,0,56,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,50,100,0.9994,2276.2,419.83,600.42,718.54,726.71,439.32,1509,1302,1618,32229,33849,17281,16568,0,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,50,100,0.7451,7947.3,125.08,153.96,222.79,245.50,125.83,737,647,1282,2325,3609,1845,1763,0,100,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,50,100,0.7358,8209.2,123.33,147.00,165.17,167.46,121.81,735,645,1271,2312,3585,1833,1752,0,99,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,50,100,0.7718,7834.7,124.88,161.92,208.75,264.50,127.64,775,685,1286,2335,3622,1850,1771,0,100,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,50,100,0.6102,7579.5,125.21,183.83,226.54,231.83,131.93,821,742,1327,2546,3874,1967,1907,0,100,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,100,100,0.9328,7407.2,134.83,154.17,217.83,259.67,135.00,1461,1461,1461,0,1461,0,0,108,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,100,100,0.9378,2791.8,349.54,483.25,587.21,647.00,358.20,1205,1090,1858,20695,22555,11653,10901,0,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,100,100,0.9731,6935.4,147.58,168.58,205.96,236.88,144.19,1631,1631,1631,0,1631,0,0,107,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,100,100,0.9994,1988.3,489.38,596.79,765.96,1224.71,502.94,1235,1092,2614,39836,42452,21798,20654,0,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,100,100,0.9829,6513.6,153.62,182.79,275.54,290.71,153.52,1814,1814,1814,0,1814,0,0,106,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,100,100,0.9999,1209.4,807.00,1024.08,1148.67,1277.58,826.88,1537,1329,3725,78239,81966,41856,40109,0,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,100,100,0.8377,5326.8,189.62,218.83,285.38,310.17,187.73,922,832,2427,4916,7344,3757,3586,0,100,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,100,100,0.8331,5179.9,193.17,250.71,305.96,345.79,193.05,934,844,2462,5011,7474,3829,3644,0,99,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,100,100,0.8668,5264.1,187.83,247.21,320.62,323.17,189.97,976,885,2434,4844,7280,3721,3558,0,100,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,100,100,0.6860,4935.6,194.12,301.62,335.17,367.79,202.61,1037,957,2501,5112,7615,3872,3743,0,100,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,250,100,0.9854,3818.3,264.38,300.88,372.46,407.21,261.90,1920,1920,1920,0,1920,0,0,258,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,250,100,0.9781,1104.7,860.46,1237.58,1806.83,1865.96,905.24,1289,1174,5999,75326,81327,41982,39345,0,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,250,100,0.9983,3723.7,270.42,303.58,383.21,416.62,268.55,1994,1994,1994,0,1994,0,0,257,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,250,100,0.9994,821.6,1200.21,1422.79,1539.08,1644.75,1217.11,1258,1115,7600,123704,131306,67431,63875,0,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,250,100,0.9997,3628.7,276.71,314.08,380.17,440.46,275.58,2102,2102,2102,0,2102,0,0,255,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,250,100,0.9999,546.9,1807.83,2044.83,2276.50,2358.46,1828.38,1629,1422,9711,208192,217904,111289,106614,0,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,250,100,0.8882,2285.6,434.58,547.79,723.25,787.42,437.53,1094,1004,6197,16774,22973,11801,11171,0,100,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,250,100,0.8649,2297.2,441.96,519.04,556.33,654.17,435.31,1070,980,6128,16816,22945,11800,11145,0,99,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,250,100,0.8972,2286.7,438.50,524.25,588.62,782.33,437.31,1129,1038,6156,16594,22751,11694,11057,0,100,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,250,100,0.7586,2133.3,444.96,689.46,788.33,798.21,468.75,1233,1153,6374,17394,23770,12142,11627,0,100,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,500,100,0.9981,1992.6,499.62,536.79,684.33,1077.58,501.87,2087,2087,2087,0,2087,0,0,513,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,500,100,0.9981,571.8,1653.96,2645.67,2744.21,3279.58,1749.00,1340,1225,12496,161193,173691,89629,84062,0,100,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,500,100,0.9994,1993.5,504.08,562.83,620.96,627.25,501.63,2074,2074,2074,0,2074,0,0,507,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,500,100,0.9994,423.6,2345.92,2581.67,2749.25,2802.50,2360.80,1302,1159,15492,256778,272272,139756,132515,0,100,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,500,100,0.9999,1948.0,511.75,580.83,668.50,672.38,513.34,2169,2169,2169,0,2169,0,0,505,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,500,100,0.9999,292.0,3403.83,3715.04,3913.79,3997.17,3424.21,1762,1554,19010,410567,429578,219442,210136,0,100,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,500,100,0.8908,1128.7,882.33,1027.33,1211.08,1419.58,886.00,1188,1097,12334,40122,52457,27032,25425,0,100,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,500,100,0.8751,1125.5,888.29,1068.92,1170.88,1508.33,888.51,1142,1051,12311,41064,53376,27504,25871,0,99,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,500,100,0.9073,1121.8,874.92,1033.33,1472.96,1740.71,891.46,1174,1083,12447,41608,54057,27859,26198,0,100,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,500,100,0.7987,1048.6,909.67,1432.50,1533.42,1973.17,953.63,1336,1256,12896,43170,56068,28728,27339,0,100,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,F_exact,exact,EXACT,16,0,0,0,10,1.0000,435.0,2306.75,2397.12,2434.71,2435.79,2298.88,25000,0,0,0,100000,0,0,0,10,0.0,0,0.0,0
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,A_std_standard,std,STANDARD,16,1,32,50,10,0.8800,14147.0,69.83,83.00,122.92,178.75,70.69,1037,1037,1037,0,1037,0,0,59,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,B_std_acorn1,std,ACORN,16,1,32,50,10,0.9690,4359.5,227.50,312.71,364.79,369.83,229.39,660,533,1152,19460,20613,5609,15004,0,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,D_large24_standard,large,STANDARD,24,1,48,50,10,0.9280,12629.8,80.17,92.25,107.12,137.83,79.18,1209,1209,1209,0,1209,0,0,57,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,E_large24_acorn1,large,ACORN,24,1,48,50,10,0.9300,3170.9,315.88,386.79,440.21,468.54,315.37,664,508,1500,34295,35796,9622,26174,0,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,D_large48_standard,large,STANDARD,48,1,96,50,10,0.9450,11104.5,90.21,102.00,119.50,192.79,90.05,1433,1433,1433,0,1433,0,0,56,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,E_large48_acorn1,large,ACORN,48,1,96,50,10,1.0000,2084.7,469.71,590.08,778.54,843.12,479.68,819,586,2034,62908,64943,17348,47594,0,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,C_acorn_g4,acorn,ACORN,16,4,16,50,10,0.7490,9232.7,108.00,138.79,204.08,211.29,108.31,480,406,1525,4967,6494,1779,4714,0,10,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,C_acorn_g8,acorn,ACORN,16,8,16,50,10,0.7520,9111.7,107.12,147.75,168.29,273.67,109.75,485,406,1524,4819,6345,1736,4608,0,10,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,C_acorn_g16,acorn,ACORN,16,16,16,50,10,0.7940,9476.7,106.25,125.29,165.42,194.54,105.52,503,423,1516,4798,6315,1728,4586,0,10,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,C_acorn_g32,acorn,ACORN,16,32,16,50,10,0.4420,10070.8,95.71,144.96,218.42,255.54,99.30,504,433,1457,4661,6120,1724,4395,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,A_std_standard,std,STANDARD,16,1,32,100,10,0.9590,8133.6,122.54,150.21,207.33,248.79,122.95,1461,1461,1461,0,1461,0,0,108,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,B_std_acorn1,std,ACORN,16,1,32,100,10,0.9890,2310.0,427.83,557.08,646.25,722.38,432.90,675,548,2498,46254,48754,13275,35478,0,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,D_large24_standard,large,STANDARD,24,1,48,100,10,0.9920,7739.9,130.79,154.58,175.58,189.75,129.20,1631,1631,1631,0,1631,0,0,107,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,E_large24_acorn1,large,ACORN,24,1,48,100,10,0.9400,1685.0,591.67,703.92,917.33,948.12,593.46,676,520,3184,77087,80273,21581,58691,0,10,10422.4,20424136,30.4,48
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,D_large48_standard,large,STANDARD,48,1,96,100,10,0.9890,7138.2,139.46,165.75,236.67,296.12,140.09,1814,1814,1814,0,1814,0,0,106,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,E_large48_acorn1,large,ACORN,48,1,96,100,10,1.0000,1153.1,853.67,1077.79,1155.12,1195.88,867.21,843,610,4063,128915,132979,35530,97448,0,10,9627.1,39618184,35.7,96
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,C_acorn_g4,acorn,ACORN,16,4,16,100,10,0.7830,5081.1,197.38,252.12,320.92,354.46,196.81,551,477,2796,11163,13960,3830,10130,0,10,12336.4,18532104,24.5,40
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,C_acorn_g8,acorn,ACORN,16,8,16,100,10,0.7940,5111.0,195.75,278.46,322.46,343.25,195.66,554,475,2781,10943,13725,3770,9955,0,10,19233.8,20264200,24.6,40
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,C_acorn_g16,acorn,ACORN,16,16,16,100,10,0.8240,5313.4,189.92,230.46,252.62,264.79,188.20,570,491,2751,10665,13417,3679,9737,0,10,39363.7,23728392,24.6,40
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,C_acorn_g32,acorn,ACORN,16,32,16,100,10,0.5480,5009.3,182.33,357.25,485.38,524.38,199.63,623,552,2887,11185,14073,3938,10135,0,10,99104.9,30656776,24.6,40
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,A_std_standard,std,STANDARD,16,1,32,250,10,0.9870,3983.2,250.17,292.83,364.38,385.42,251.05,1920,1920,1920,0,1920,0,0,258,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,B_std_acorn1,std,ACORN,16,1,32,250,10,0.9990,1038.4,947.38,1140.75,1250.21,1469.33,962.98,689,562,6335,122802,129138,35152,93985,0,10,11836.8,14033032,24.5,32
n100k_d128_ip,100000,128,ip,random,0.2500,0.2500,25000,D_large24_standard,large,STANDARD,24,1,48,250,10,1.0000,3890.2,258.04,291.12,352.04,404.04,257.06,1994,1994,1994,0,1994,0,0,257,10,10422.4,20424136,30.4,48
