tag,n,d,metric,filter,sel_target,sel_actual,cand,baseline,graph,mode,M,gamma,M_beta,ef,k,recall,qps,p50_us,p95_us,p99_us,max_us,mean_us,ndis,nodes_visited,first_hop,second_hop,sel_checks,accepted,rejected,hops,results_returned,build_ms,graph_bytes,avg_deg0,max_deg0
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,250,10,0.9970,2129.1,470.54,522.08,563.00,563.58,469.67,2038,2038,2038,0,2038,0,0,257,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,250,10,0.9490,654.1,1522.88,2035.25,2344.25,2458.50,1528.93,1284,1143,8249,146698,154948,79089,75859,0,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,250,10,1.0000,2084.2,485.71,516.54,522.92,528.25,479.79,2136,2136,2136,0,2136,0,0,255,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,250,10,1.0000,421.4,2383.67,2518.79,2828.67,3038.75,2373.24,1586,1376,11168,273688,284857,144451,140405,0,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,250,10,0.7220,1693.6,591.17,719.21,851.83,1678.92,590.47,1100,1012,6177,16958,23136,11860,11275,0,10,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,250,10,0.7770,1633.6,617.21,781.12,935.25,1322.88,612.16,1131,1043,6190,16820,23012,11780,11231,0,10,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,250,10,0.7980,1472.5,647.83,985.33,1149.00,1172.79,679.11,1199,1112,6269,16626,22896,11753,11143,0,10,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,250,10,0.6330,1429.9,641.83,1134.83,1239.75,1682.12,699.33,1379,1297,6817,17783,24601,12621,11980,0,10,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,500,10,1.0000,1435.6,701.29,733.29,749.96,756.21,696.59,2056,2056,2056,0,2056,0,0,509,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,500,10,0.9600,516.9,1920.92,2236.38,2587.50,3302.12,1934.76,1277,1161,12824,177561,190386,97291,93094,0,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,500,10,0.9990,1338.6,727.58,935.71,1038.17,1188.67,747.03,2097,2097,2097,0,2097,0,0,507,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,500,10,0.9590,358.7,2726.96,3325.25,3810.96,4836.38,2787.68,1341,1199,16880,305419,322301,164481,157819,0,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,500,10,1.0000,1399.8,718.33,757.42,769.04,777.46,714.37,2175,2175,2175,0,2175,0,0,505,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,500,10,1.0000,232.2,4309.33,4543.04,4847.29,4922.79,4306.81,1726,1516,21872,540615,562488,285261,277227,0,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,500,10,0.7360,978.5,1018.42,1290.42,2081.71,2119.21,1021.92,1183,1095,12310,39827,52139,26784,25354,0,10,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,500,10,0.7770,900.2,1089.92,1377.83,1823.88,2168.38,1110.91,1182,1094,12272,39981,52255,26829,25425,0,10,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,500,10,0.8090,729.4,1310.88,1999.17,2782.96,3707.58,1370.90,1267,1180,12583,40857,53442,27479,25962,0,10,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,500,10,0.7130,834.7,1088.71,1881.67,2185.17,2201.08,1197.98,1533,1451,13554,42617,56173,28844,27328,0,10,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,F_exact,exact,EXACT,16,0,0,0,100,1.0000,114.8,8596.88,9535.17,10636.71,10765.50,8710.91,50000,0,0,0,100000,0,0,0,100,0.0,0,0.0,0
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,50,100,0.7149,4976.2,201.92,216.29,220.25,239.54,200.95,1084,1084,1084,0,1084,0,0,60,100,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,50,100,0.8635,2642.8,364.50,530.58,730.50,862.12,378.39,1086,971,631,5567,6200,3167,3032,0,100,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,50,100,0.8042,4035.6,246.83,274.67,335.04,337.54,247.80,1324,1324,1324,0,1324,0,0,58,100,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,50,100,0.8899,2147.8,460.88,587.00,662.38,967.21,465.59,1171,1030,913,11889,12803,6534,6268,0,100,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,50,100,0.8734,3775.3,267.58,279.50,287.67,288.50,264.88,1587,1587,1587,0,1587,0,0,56,100,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,50,100,0.9998,1418.1,689.42,828.17,1241.29,1336.50,705.17,1463,1254,1775,39557,41334,20988,20346,0,100,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,50,100,0.5940,3827.8,262.62,353.75,418.08,488.92,261.24,761,673,1356,2663,4021,2066,1954,0,100,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,50,100,0.6168,3826.1,262.25,394.96,415.38,437.21,261.36,787,699,1306,2386,3694,1889,1805,0,100,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,50,100,0.5918,3887.8,255.00,366.17,499.21,557.50,257.22,798,712,1296,2337,3635,1862,1772,0,100,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,50,100,0.3611,3994.3,240.67,402.83,487.25,572.83,250.36,812,729,1322,2433,3757,1928,1829,0,100,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,100,100,0.8822,3416.0,294.71,314.62,328.21,328.42,292.74,1503,1503,1503,0,1503,0,0,109,100,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,100,100,0.9476,1618.2,591.58,873.79,1102.12,1111.75,617.95,1223,1107,1923,22788,24713,12635,12078,0,100,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,100,100,0.9352,3136.0,318.62,353.92,406.17,418.54,318.88,1730,1730,1730,0,1730,0,0,107,100,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,100,100,0.9294,1329.5,753.92,960.21,1235.50,1337.08,752.14,1238,1097,2776,45823,48600,24809,23791,0,100,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,100,100,0.9687,2879.7,345.33,383.29,395.62,404.62,347.26,1932,1932,1932,0,1932,0,0,106,100,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,100,100,1.0000,856.6,1164.21,1320.33,1646.25,1800.00,1167.37,1497,1287,4220,100405,104627,53096,51531,0,100,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,100,100,0.6768,2841.7,363.46,456.62,564.33,630.46,351.91,935,846,2509,5384,7895,4047,3847,0,100,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,100,100,0.7278,2687.9,368.46,514.42,666.29,691.58,372.04,980,892,2473,5024,7498,3822,3676,0,100,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,100,100,0.7191,2443.9,393.96,601.46,711.54,800.25,409.17,1023,936,2485,4946,7432,3803,3629,0,100,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,100,100,0.4596,2391.9,408.12,713.75,927.50,1089.62,418.07,1052,970,2566,5180,7748,3969,3778,0,100,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,250,100,0.9840,1303.7,773.38,992.25,1369.62,1876.21,767.07,1924,1924,1924,0,1924,0,0,259,100,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,250,100,0.9492,744.1,1152.58,2127.04,2480.00,2673.92,1343.91,1246,1130,6061,81677,87740,44856,42883,0,100,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,250,100,0.9960,1953.7,501.29,587.38,769.92,865.04,511.85,2038,2038,2038,0,2038,0,0,257,100,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,250,100,0.9495,637.1,1538.04,2038.21,2576.50,2731.12,1569.62,1284,1143,8249,146698,154948,79089,75859,0,100,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,250,100,0.9989,2048.2,491.71,522.67,535.75,547.92,488.24,2136,2136,2136,0,2136,0,0,255,100,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,250,100,1.0000,422.3,2365.75,2514.92,2828.42,3021.79,2368.06,1586,1376,11168,273688,284857,144451,140405,0,100,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,250,100,0.7178,1666.1,596.79,716.54,911.88,1591.00,600.20,1100,1012,6177,16958,23136,11860,11275,0,100,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,250,100,0.7707,1566.8,633.79,824.58,949.25,1347.29,638.25,1131,1043,6190,16820,23012,11780,11231,0,100,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,250,100,0.7956,1161.3,814.46,1203.46,1886.67,1942.42,861.13,1199,1112,6269,16626,22896,11753,11143,0,100,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,250,100,0.6241,934.2,1025.96,1847.71,2160.42,2193.38,1070.47,1379,1297,6817,17783,24601,12621,11980,0,100,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,A_std_standard,std,STANDARD,16,1,32,500,100,0.9972,864.7,1205.42,1314.92,1359.08,1367.79,1156.45,2056,2056,2056,0,2056,0,0,509,100,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,B_std_acorn1,std,ACORN,16,1,32,500,100,0.9592,512.1,1929.42,2340.42,2588.83,3293.88,1952.89,1277,1161,12824,177561,190386,97291,93094,0,100,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large24_standard,large,STANDARD,24,1,48,500,100,0.9994,1389.9,722.25,772.71,843.12,852.00,719.48,2097,2097,2097,0,2097,0,0,507,100,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large24_acorn1,large,ACORN,24,1,48,500,100,0.9595,361.0,2735.29,3283.83,3768.92,4918.12,2770.42,1341,1199,16880,305419,322301,164481,157819,0,100,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,D_large48_standard,large,STANDARD,48,1,96,500,100,0.9999,1371.4,735.08,771.12,786.96,789.33,729.20,2175,2175,2175,0,2175,0,0,505,100,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,E_large48_acorn1,large,ACORN,48,1,96,500,100,1.0000,231.0,4348.17,4580.12,4877.38,4973.79,4328.64,1726,1516,21872,540615,562488,285261,277227,0,100,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g4,acorn,ACORN,16,4,16,500,100,0.7349,967.1,1025.75,1288.96,2138.17,2178.79,1034.00,1183,1095,12310,39827,52139,26784,25354,0,100,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g8,acorn,ACORN,16,8,16,500,100,0.7727,967.2,1044.17,1217.12,1455.17,1908.33,1033.95,1182,1094,12272,39981,52255,26829,25425,0,100,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g16,acorn,ACORN,16,16,16,500,100,0.8088,916.3,1053.62,1468.96,2206.17,2214.42,1091.32,1267,1180,12583,40857,53442,27479,25962,0,100,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.5000,0.5000,50000,C_acorn_g32,acorn,ACORN,16,32,16,500,100,0.7059,829.2,1077.58,1876.75,2198.83,2200.29,1206.02,1533,1451,13554,42617,56173,28844,27328,0,100,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,F_exact,exact,EXACT,16,0,0,0,10,1.0000,169.5,5883.75,6065.79,6099.67,6141.62,5899.83,25000,0,0,0,100000,0,0,0,10,0.0,0,0.0,0
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,A_std_standard,std,STANDARD,16,1,32,50,10,0.8010,5691.1,176.46,190.17,204.58,215.17,175.71,1084,1084,1084,0,1084,0,0,60,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,B_std_acorn1,std,ACORN,16,1,32,50,10,0.9590,2983.7,334.00,479.08,574.67,586.96,335.15,666,543,1191,21351,22544,6097,16446,0,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,D_large24_standard,large,STANDARD,24,1,48,50,10,0.8560,4581.6,215.92,243.17,294.54,295.08,218.27,1324,1324,1324,0,1324,0,0,58,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,E_large24_acorn1,large,ACORN,24,1,48,50,10,0.9590,2394.5,426.25,483.50,489.96,514.46,417.62,662,506,1603,39208,40813,10891,29922,0,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,D_large48_standard,large,STANDARD,48,1,96,50,10,0.9090,4143.7,241.96,257.50,266.00,275.46,241.33,1587,1587,1587,0,1587,0,0,56,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,E_large48_acorn1,large,ACORN,48,1,96,50,10,1.0000,1537.8,656.08,751.62,838.71,906.96,650.27,821,595,2317,81465,83783,22163,61619,0,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,C_acorn_g4,acorn,ACORN,16,4,16,50,10,0.6520,6006.1,168.62,211.12,259.38,270.42,166.50,457,387,1504,5034,6540,1745,4794,0,10,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,C_acorn_g8,acorn,ACORN,16,8,16,50,10,0.7630,5640.9,186.67,219.12,237.29,237.58,177.28,481,403,1517,4897,6416,1726,4689,0,10,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,C_acorn_g16,acorn,ACORN,16,16,16,50,10,0.7720,5548.9,188.83,222.54,232.83,256.12,180.21,488,409,1502,4681,6185,1672,4512,0,10,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,C_acorn_g32,acorn,ACORN,16,32,16,50,10,0.5590,5182.7,182.58,333.50,419.25,436.58,192.95,541,469,1603,5123,6728,1855,4873,0,10,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,A_std_standard,std,STANDARD,16,1,32,100,10,0.9310,3506.5,273.46,347.21,371.25,383.96,285.19,1503,1503,1503,0,1503,0,0,109,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,B_std_acorn1,std,ACORN,16,1,32,100,10,0.9800,1872.8,531.38,698.17,857.50,930.33,533.95,682,559,2613,51517,54132,14641,39491,0,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,D_large24_standard,large,STANDARD,24,1,48,100,10,0.9550,3323.1,301.25,330.17,378.38,388.33,300.92,1730,1730,1730,0,1730,0,0,107,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,E_large24_acorn1,large,ACORN,24,1,48,100,10,0.9990,1377.2,729.25,799.17,1196.33,1234.67,726.09,687,531,3513,91631,95145,25421,69724,0,10,36202.3,20424136,32.9,48
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,D_large48_standard,large,STANDARD,48,1,96,100,10,0.9830,3070.2,330.12,350.00,360.67,367.46,325.72,1932,1932,1932,0,1932,0,0,106,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,E_large48_acorn1,large,ACORN,48,1,96,100,10,1.0000,906.9,1115.92,1252.46,1301.33,1373.04,1102.62,842,616,4666,168666,173334,45868,127465,0,10,26936.8,39618184,41.1,96
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,C_acorn_g4,acorn,ACORN,16,4,16,100,10,0.6810,4045.0,252.33,316.25,336.75,378.00,247.22,517,447,2720,10951,13672,3682,9989,0,10,35004.5,18532104,24.2,40
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,C_acorn_g8,acorn,ACORN,16,8,16,100,10,0.8040,3785.6,272.79,319.12,333.96,336.12,264.16,542,465,2742,10844,13588,3675,9913,0,10,55273.2,20264200,24.3,40
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,C_acorn_g16,acorn,ACORN,16,16,16,100,10,0.8240,3490.8,293.83,343.96,470.96,529.79,286.46,573,495,2800,10813,13614,3692,9922,0,10,95724.5,23728392,24.3,40
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,C_acorn_g32,acorn,ACORN,16,32,16,100,10,0.6330,3451.9,269.33,455.00,532.75,672.04,289.70,628,556,2889,11135,14026,3868,10157,0,10,242975.0,30656776,24.3,40
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,A_std_standard,std,STANDARD,16,1,32,250,10,0.9940,2203.9,458.33,486.83,508.21,511.04,453.73,1924,1924,1924,0,1924,0,0,259,10,41699.6,14033032,25.8,32
n100k_d768_l2,100000,768,l2,random,0.2500,0.2500,25000,B_std_acorn1,std,ACORN,16,1,32,250,10,0.9800,931.5,1076.88,1278.08,1471.96,1535.42,1073.59,695,572,6661,137178,143841,38859,104981,0,10,41699.6,14033032,25.8,32
